timestamp,icao,latitude,longitude,altitude,velocity,heading,label,distance_km,climb_rate,acceleration,heading_change,speed_consistency,velocity_std
2024-01-01 02:30:05,154da1,19.97894750223561,82.31459419547846,30963.58589142048,485.85641580857583,89.641793391071,1,0.13496011550112993,-2.446714614571829,0.5761399031282508,68.18662594089203,0.026992023100225988,2.0369621620707337
2024-01-01 02:30:10,154da1,19.97812313322103,82.31553860846653,30945.007069517957,484.9074386566263,163.3602619765632,1,0.1346965107387776,-3.715764380504697,-0.18979543038990415,73.7184685854922,0.026939302147755518,1.4680224013234453
2024-01-01 02:30:15,154da1,19.977297170436803,82.31647163619641,30924.074950847647,482.2163934304281,91.95630331836728,1,0.13394899817491002,-4.186423734061828,-0.5382090452396369,71.40395865819593,0.026789799634982004,1.6832160971661254
2024-01-01 02:30:20,154da1,19.976453354562278,82.31736858990119,30921.04625329784,477.459153215968,171.10937292447775,1,0.13262754255929432,-0.6057395099611312,-0.9514480428920251,79.15306960611048,0.026525508511858864,3.2638426344729834
2024-01-01 02:30:25,154da1,19.97560887354948,82.31827225115245,30895.453542955936,479.4349623329793,101.31162399640068,1,0.13317637842584984,-5.118542068381066,0.39516182340225897,69.79774892807707,0.02663527568516997,3.5555421312328797
2024-01-01 02:30:30,154da1,19.974775557044413,82.31918344914389,30925.463606918485,478.3236611173647,161.69051965544617,1,0.13286768364401963,6.002012792509777,-0.2222602431229234,60.37889565904548,0.026573536728803925,3.0612093072321875
2024-01-01 02:30:35,154da1,19.973929100342676,82.32008048502561,30913.56070018808,478.2332358373519,98.595990284451,1,0.13284256551025567,-2.3805813460807257,-0.0180850560025533,63.09452937099516,0.026568513102051133,1.8617775895221487
2024-01-01 02:30:40,154da1,19.97310433284823,82.32098496161531,30954.479503719114,474.1278448890982,158.58909905016108,1,0.1317021791360839,8.183760706206522,-0.8210781896507455,59.993108765710076,0.02634043582721678,2.0206426275787432
2024-01-01 02:30:45,154da1,19.97225296922745,82.32185598284178,30927.335187335757,472.7937924241063,99.23369499551131,1,0.13133160900794805,-5.428863276671473,-0.26681049299837695,59.35540405464977,0.02626632180158961,2.9271465974936723
2024-01-01 02:30:50,154da1,19.971387764215784,82.32269842399833,30925.18826242141,469.4792089898775,137.53720616624048,0,0.13041089138601492,-0.4293849828696693,-0.662916686845756,38.303511170729166,0.026082178277202984,3.767410067462068
2024-01-01 02:30:55,154da1,19.97050375764528,82.32352246847027,30939.689157204222,470.4702611950628,138.77777478011873,0,0.13068618366548937,2.9001789565627405,0.1982104410370539,1.2405686138782528,0.026137236733097875,3.4458193234482795
2024-01-01 02:31:00,154da1,19.96961818460183,82.32436384682404,30974.279411955293,475.2618761582846,138.2360621398326,0,0.13201718782142913,6.918050950214092,0.9583229926443664,0.5417126402861356,0.026403437564285825,2.4280769463169123
2024-01-01 02:31:05,154da1,19.968717865071387,82.32517049553806,31000.35043606664,471.1616011712952,139.8994618111116,0,0.13087822254763046,5.214204822269676,-0.8200549973978809,1.6633996712789951,0.026175644509526093,2.2654182142927968
2024-01-01 02:31:10,154da1,19.967838168626816,82.32601029281228,30959.588114129143,473.1147291182102,138.09972210013663,0,0.13142075808809314,-8.15246438749964,0.39062558938300074,1.7997397109749613,0.02628415161761863,2.3036581102922624
2024-01-01 02:31:15,154da1,19.966953052175697,82.3268608415983,30917.51365025896,650.0,137.91212542584424,1,0.1326207861266427,-8.414892774036707,35.37705417635796,0.18759667429239357,0.026524157225328537,79.40137874410722
2024-01-01 02:31:20,154da1,19.96607384953609,82.32773234004827,30896.82893127879,481.0198325849474,137.02617926740558,0,0.1336166201620352,-4.136943796034029,-33.796033483010525,0.8859461584386565,0.026723324032407042,78.28708306856078
2024-01-01 02:31:25,154da1,19.965210386947803,82.32861108434189,30938.425218906323,478.3107192560036,136.2725726549208,0,0.1328640886822676,8.319257525506691,-0.5418226657887544,0.7536066124847878,0.02657281773645352,77.95896858177419
2024-01-01 02:31:30,154da1,19.964375488477906,82.32951054260573,30940.47601585229,475.6288756080326,134.6416565846069,0,0.1321191321125307,0.41015938919372275,-0.5363687295941986,1.6309160703139014,0.026423826422506142,77.41595380897445
