timestamp,icao,latitude,longitude,altitude,velocity,heading,label
2024-01-01 00:00:00,b3b179,12.227301965521852,84.8315397467747,16146.363119553675,342.31504389502663,37.260233471538854,0
2024-01-01 00:00:05,b3b179,12.22798391998059,84.83205027825281,16099.541387501853,338.25199629364255,36.190877045101814,0
2024-01-01 00:00:10,b3b179,12.228659493506203,84.83257221926277,16109.74326040685,338.86444692302865,37.05495549679143,0
2024-01-01 00:00:15,b3b179,12.229335262762163,84.83309047342426,16129.875757765874,338.05964513264524,36.85179168192684,0
2024-01-01 00:00:20,b3b179,12.230009051785375,84.83362693412262,16107.694828588941,341.7526483405746,37.88702115044591,0
2024-01-01 00:00:25,b3b179,12.23068934591644,84.83415145026592,16073.66076022663,340.9787923221096,36.998506517132476,0
2024-01-01 00:00:30,b3b179,12.231388976631079,84.83466033910271,16045.192136437388,343.6137336121748,35.40734762321187,0
2024-01-01 00:00:35,b3b179,12.232091090321754,84.83515934407338,16033.184866501122,342.2035274170211,34.78317051312776,0
2024-01-01 00:00:40,b3b179,12.23278519701657,84.8356496829894,16009.636953223324,337.6380318462521,34.62087003181513,0
2024-01-01 00:00:45,b3b179,12.233501946724058,84.83612479862613,15972.119569508644,341.8609855665337,32.93607082412896,0
2024-01-01 00:00:50,b3b179,12.23420859264687,84.83662133824848,15951.437397649353,343.14738356147814,34.47787781587619,0
2024-01-01 00:00:55,b3b179,12.234923035266613,84.83709167372727,15937.60090026605,340.0702694640447,32.75609841117115,0
2024-01-01 00:01:00,b3b179,12.235627108783657,84.837590473418,15953.727232122821,342.80095287193166,34.696984493814185,0
2024-01-01 00:01:05,b3b179,12.236342807620192,84.83808849582618,15989.259004224336,346.4657895394844,34.21748939397085,0
2024-01-01 00:01:10,b3b179,12.23707677987957,84.83857377065094,15984.600034461178,349.8068938058919,32.868105782595194,0
2024-01-01 00:01:15,b3b179,12.237807535245711,84.83907199225833,15970.12710448393,573.8858114866136,33.6753870364294,1
2024-01-01 00:01:20,b3b179,12.238524816216918,84.83957107871386,15988.481871037597,347.2226706454543,34.21530018921764,0
2024-01-01 00:01:25,b3b179,12.239238098742785,84.84006457719899,15991.895858740567,344.67077989696855,34.0643410366221,0
2024-01-01 00:01:30,b3b179,12.23995370889998,84.84057383048489,15968.890641418995,348.9246916931807,34.81698887035536,0
2024-01-01 00:01:35,b3b179,12.240656315426452,84.84109407829757,15940.852158816022,347.16751903733393,35.89024318072485,0
2024-01-01 00:01:40,b3b179,12.24135434687911,84.84163448255649,15896.44595357095,350.385544977402,37.11042638380971,0
2024-01-01 00:01:45,b3b179,12.242028407803646,84.84218831892281,15886.562432273184,346.04743102951744,38.76297088055189,0
2024-01-01 00:01:50,b3b179,12.24271750326632,84.84273160798709,15893.280437421034,348.2265737367072,37.61347705676845,0
2024-01-01 00:01:55,b3b179,12.243408823070743,84.84328798267157,15893.203563370262,352.07340527557426,38.18488453757015,0
2024-01-01 00:02:00,b3b179,12.244083762817215,84.84385055813135,15857.490722414468,348.46970847082935,39.16484046593658,0
2024-01-01 00:02:05,b3b179,12.244766244710673,84.84441364069217,15861.388451381197,350.93984658735195,38.878575775114896,0
2024-01-01 00:02:10,b3b179,12.245426606614203,84.8449983195572,15869.741743875762,349.55981102448806,40.86787888707154,0
2024-01-01 00:02:15,b3b179,12.246076540124958,84.84559486196586,15833.574918364848,349.4949693733844,41.89100751720649,0
2024-01-01 00:02:20,b3b179,12.246733536107033,84.84616968495853,15869.685209331514,346.023382566867,40.53093552409629,0
2024-01-01 00:02:25,b3b179,12.247396872922133,84.84674066883632,15887.733330681147,346.9874728741867,40.07000477079429,0
