timestamp,icao,latitude,longitude,altitude,velocity,heading,label,distance_km,climb_rate,acceleration,heading_change,speed_consistency,velocity_std,rule_anomaly
2024-01-01 02:30:05,154da1,19.97894750223561,82.31459419547846,30963.58589142048,485.85641580857583,89.641793391071,1,0.1349601155011299,-2.446714614571829,0.5761399031282508,68.18662594089203,0.0269920231002259,2.0369621620707337,1
2024-01-01 02:30:10,154da1,19.97812313322103,82.31553860846653,30945.00706951796,484.9074386566263,163.3602619765632,1,0.1346965107387776,-3.715764380504697,-0.1897954303899041,73.7184685854922,0.0269393021477555,1.4680224013234453,1
2024-01-01 02:30:15,154da1,19.977297170436803,82.31647163619641,30924.074950847647,482.2163934304281,91.95630331836728,1,0.13394899817491,-4.186423734061828,-0.5382090452396369,71.40395865819593,0.026789799634982,1.6832160971661254,1
2024-01-01 02:30:20,154da1,19.97645335456228,82.31736858990119,30921.04625329784,477.459153215968,171.10937292447775,1,0.1326275425592943,-0.6057395099611312,-0.9514480428920252,79.15306960611048,0.0265255085118588,3.2638426344729834,1
2024-01-01 02:30:25,154da1,19.97560887354948,82.31827225115245,30895.453542955936,479.4349623329793,101.31162399640068,1,0.1331763784258498,-5.118542068381066,0.3951618234022589,69.79774892807707,0.0266352756851699,3.55554213123288,1
2024-01-01 02:30:30,154da1,19.974775557044413,82.31918344914389,30925.463606918485,478.3236611173647,161.69051965544617,1,0.1328676836440196,6.002012792509777,-0.2222602431229234,60.37889565904548,0.0265735367288039,3.0612093072321875,1
2024-01-01 02:30:35,154da1,19.97392910034268,82.32008048502561,30913.56070018808,478.2332358373519,98.595990284451,1,0.1328425655102556,-2.3805813460807257,-0.0180850560025533,63.09452937099516,0.0265685131020511,1.861777589522149,1
2024-01-01 02:30:40,154da1,19.97310433284823,82.32098496161531,30954.479503719114,474.1278448890982,158.58909905016108,1,0.1317021791360839,8.183760706206522,-0.8210781896507455,59.99310876571008,0.0263404358272167,2.0206426275787432,1
2024-01-01 02:30:45,154da1,19.97225296922745,82.32185598284178,30927.33518733576,472.7937924241063,99.23369499551131,1,0.131331609007948,-5.428863276671473,-0.2668104929983769,59.35540405464977,0.0262663218015896,2.9271465974936723,1
2024-01-01 02:30:50,154da1,19.971387764215784,82.32269842399833,30925.18826242141,469.4792089898775,137.53720616624048,0,0.1304108913860149,-0.4293849828696693,-0.662916686845756,38.303511170729166,0.0260821782772029,3.767410067462068,0
